Menu_ID,Restaurant_Name,Record_Type,Cuisine,Category,Item_Name,Description,Rating,Best_Pairing,Dietary_Tags,Spice_Level,Beverage_Type
FOOD-114,Saffron Table Bistro,Food,Chinese,Main,Burnt Garlic Rice with Prawns,"A hearty chinese main built around fragrant burnt garlic rice topped with wok-tossed prawns, portioned for a full casual-dining entrée.",4.3,Craft IPA,Seafood,Medium,
FOOD-115,Saffron Table Bistro,Food,Chinese,Main,Crispy Chilli Beef,"A hearty chinese main built around beef strips fried crisp and tossed with chili and onions, portioned for a full casual-dining entrée.",4.8,Lychee Martini,Beef,Hot,
FOOD-116,Saffron Table Bistro,Food,Chinese,Main,Five Spice Vegetable Claypot,"A hearty chinese main built around vegetables braised in a claypot with five-spice sauce, portioned for a full casual-dining entrée.",4.8,Pinot Noir,Vegetarian,Mild,
FOOD-117,Saffron Table Bistro,Food,Chinese,Main,Sweet and Sour Chicken,"A hearty chinese main built around crisp chicken in glossy sweet and sour pineapple sauce, portioned for a full casual-dining entrée.",4.4,Sauvignon Blanc,Chicken,Mild,
FOOD-118,Saffron Table Bistro,Food,Chinese,Main,Szechuan Lamb Noodles,"A hearty chinese main built around lamb slices and noodles in bold szechuan chili dressing, portioned for a full casual-dining entrée.",4.6,Smoked Negroni,Lamb,Hot,
FOOD-119,Saffron Table Bistro,Food,Chinese,Main,Tofu Bok Choy Stir Fry,"A hearty chinese main built around tofu and bok choy tossed in light garlic soy sauce, portioned for a full casual-dining entrée.",4.6,Craft IPA,Vegetarian,Mild,
FOOD-120,Saffron Table Bistro,Food,Chinese,Main,Chicken Chilli Garlic Bao Plate,"A hearty chinese main built around fluffy bao paired with spicy chili garlic chicken filling, portioned for a full casual-dining entrée.",4.3,Lychee Martini,Chicken,Medium,
FOOD-121,Saffron Table Bistro,Food,Chinese,Dessert,Sesame Honey Noodles,"A dessert inspired by chinese flavors with crisp fried noodles glazed with honey and toasted sesame, designed as a smooth and memorable finish.",4.8,Elderflower Collins,Vegetarian,None,
FOOD-122,Saffron Table Bistro,Food,Chinese,Dessert,Mango Sago Pudding,"A dessert inspired by chinese flavors with chilled mango pudding finished with soft sago pearls, designed as a smooth and memorable finish.",4.6,Prosecco Brut,Vegetarian,None,
FOOD-123,Saffron Table Bistro,Food,Chinese,Dessert,Almond Tofu with Lychee,"A dessert inspired by chinese flavors with cool almond tofu served with lychee syrup and fruit, designed as a smooth and memorable finish.",4.8,Irish Cream Liqueur,Vegetarian,None,
FOOD-124,Saffron Table Bistro,Food,Chinese,Dessert,Red Bean Brownie Bites,"A dessert inspired by chinese flavors with small chocolate brownie bites accented with red bean paste, designed as a smooth and memorable finish.",4.6,Lychee Martini,Vegetarian,None,
FOOD-125,Saffron Table Bistro,Food,Chinese,Dessert,Jasmine Tea Crème Brûlée,"A dessert inspired by chinese flavors with custard brûlée infused with floral jasmine tea, designed as a smooth and memorable finish.",4.3,Elderflower Collins,Vegetarian,None,
FOOD-126,Saffron Table Bistro,Food,Italian,Appetizer,Tomato Burrata Crostini,"A italian starter featuring toasted crostini topped with tomato confit and creamy burrata, plated for easy sharing and bold first impressions.",4.3,Aperol Spritz,Vegetarian,Mild,
FOOD-127,Saffron Table Bistro,Food,Italian,Appetizer,Arancini al Funghi,"A italian starter featuring golden risotto balls with mushroom and cheese center, plated for easy sharing and bold first impressions.",4.1,Prosecco Brut,Vegetarian,Mild,
FOOD-128,Saffron Table Bistro,Food,Italian,Appetizer,Calamari Fritti,"A italian starter featuring lightly fried calamari with herbed aioli and lemon, plated for easy sharing and bold first impressions.",4.7,Sauvignon Blanc,Seafood,Mild,
FOOD-129,Saffron Table Bistro,Food,Italian,Appetizer,Pesto Caprese Skewers,"A italian starter featuring mozzarella, tomato, and basil skewers with pesto drizzle, plated for easy sharing and bold first impressions.",4.6,Berry Basil Sangria,Vegetarian,Mild,
FOOD-130,Saffron Table Bistro,Food,Italian,Appetizer,Chicken Parmesan Bites,"A italian starter featuring crumb-fried chicken bites with parmesan and tomato dip, plated for easy sharing and bold first impressions.",4.6,Aperol Spritz,Chicken,Mild,
FOOD-131,Saffron Table Bistro,Food,Italian,Appetizer,Truffle Garlic Focaccia,"A italian starter featuring warm focaccia brushed with truffle garlic butter and herbs, plated for easy sharing and bold first impressions.",4.3,Prosecco Brut,Vegetarian,Mild,
FOOD-132,Saffron Table Bistro,Food,Italian,Appetizer,Zucchini Ricotta Rolls,"A italian starter featuring grilled zucchini wrapped around ricotta and basil filling, plated for easy sharing and bold first impressions.",4.1,Sauvignon Blanc,Vegetarian,Mild,
FOOD-133,Saffron Table Bistro,Food,Italian,Appetizer,Bruschetta Quattro,"A italian starter featuring assorted bruschetta platter with tomato, olive, mushroom, and pepper toppings, plated for easy sharing and bold first impressions.",4.6,Berry Basil Sangria,Vegetarian,Mild,
FOOD-134,Saffron Table Bistro,Food,Italian,Main,Penne Arrabbiata,"A hearty italian main built around penne pasta in a spicy tomato garlic sauce with basil, portioned for a full casual-dining entrée.",4.9,Pinot Noir,Vegetarian,Medium,
FOOD-135,Saffron Table Bistro,Food,Italian,Main,Spaghetti Aglio e Olio Prawns,"A hearty italian main built around spaghetti tossed in olive oil, garlic, chili, and prawns, portioned for a full casual-dining entrée.",4.3,Sauvignon Blanc,Seafood,Medium,
FOOD-136,Saffron Table Bistro,Food,Italian,Main,Wild Mushroom Risotto,"A hearty italian main built around creamy risotto with wild mushrooms, parmesan, and herbs, portioned for a full casual-dining entrée.",4.5,Berry Basil Sangria,Vegetarian,Mild,
FOOD-137,Saffron Table Bistro,Food,Italian,Main,Chicken Alfredo Fettuccine,"A hearty italian main built around fettuccine in creamy alfredo sauce with grilled chicken, portioned for a full casual-dining entrée.",4.2,Smoked Negroni,Chicken,Mild,
FOOD-138,Saffron Table Bistro,Food,Italian,Main,Margherita Pizza,"A hearty italian main built around thin-crust pizza with tomato, mozzarella, and basil, portioned for a full casual-dining entrée.",4.7,Malbec Reserve,Vegetarian,Mild,
FOOD-139,Saffron Table Bistro,Food,Italian,Main,Lamb Ragu Pappardelle,"A hearty italian main built around broad pasta ribbons coated in slow-cooked lamb ragù, portioned for a full casual-dining entrée.",4.7,Pinot Noir,Lamb,Mild,
FOOD-140,Saffron Table Bistro,Food,Italian,Main,Spinach Ricotta Ravioli,"A hearty italian main built around ravioli pillows in sage butter and light cream sauce, portioned for a full casual-dining entrée.",4.3,Sauvignon Blanc,Vegetarian,Mild,
FOOD-141,Saffron Table Bistro,Food,Italian,Main,Seafood Marinara Linguine,"A hearty italian main built around linguine with prawns, fish, and tomato white wine sauce, portioned for a full casual-dining entrée.",4.5,Berry Basil Sangria,Seafood,Mild,
FOOD-142,Saffron Table Bistro,Food,Italian,Main,Eggplant Parmigiana,"A hearty italian main built around layered baked eggplant with tomato sauce and mozzarella, portioned for a full casual-dining entrée.",4.6,Smoked Negroni,Vegetarian,Mild,
FOOD-143,Saffron Table Bistro,Food,Italian,Main,Four Cheese Gnocchi,"A hearty italian main built around soft gnocchi in a rich four-cheese sauce, portioned for a full casual-dining entrée.",4.4,Malbec Reserve,Vegetarian,Mild,
FOOD-144,Saffron Table Bistro,Food,Italian,Main,Pollo Piccata with Herb Pasta,"A hearty italian main built around lemon caper chicken served with buttered herb pasta, portioned for a full casual-dining entrée.",4.8,Pinot Noir,Chicken,Mild,
FOOD-145,Saffron Table Bistro,Food,Italian,Main,Burrata Pesto Lasagna,"A hearty italian main built around vegetarian lasagna layered with pesto, roasted vegetables, and burrata, portioned for a full casual-dining entrée.",4.5,Sauvignon Blanc,Vegetarian,Mild,
FOOD-146,Saffron Table Bistro,Food,Italian,Dessert,Tiramisu Classico,"A dessert inspired by italian flavors with classic tiramisu with coffee soak, mascarpone, and cocoa, designed as a smooth and memorable finish.",4.4,Coffee Liqueur Martini,Vegetarian,None,
FOOD-147,Saffron Table Bistro,Food,Italian,Dessert,Panna Cotta al Berry,"A dessert inspired by italian flavors with smooth vanilla panna cotta topped with berry compote, designed as a smooth and memorable finish.",4.6,Irish Cream Liqueur,Vegetarian,None,
FOOD-148,Saffron Table Bistro,Food,Italian,Dessert,Cannoli Cream Cups,"A dessert inspired by italian flavors with cannoli-inspired pastry cups filled with sweet ricotta cream, designed as a smooth and memorable finish.",4.7,Prosecco Brut,Vegetarian,None,
FOOD-149,Saffron Table Bistro,Food,Italian,Dessert,Affogato Crunch Sundae,"A dessert inspired by italian flavors with vanilla gelato with espresso pour and almond crunch, designed as a smooth and memorable finish.",4.4,XO Brandy Pour,Vegetarian,None,
FOOD-150,Saffron Table Bistro,Food,Italian,Dessert,Chocolate Hazelnut Semifreddo,"A dessert inspired by italian flavors with semi-frozen chocolate dessert layered with hazelnut praline, designed as a smooth and memorable finish.",4.5,Coffee Liqueur Martini,Vegetarian,None,
FOOD-151,Saffron Table Bistro,Food,Asian Fusion,Appetizer,Kimchi Arancini,"A asian fusion starter featuring crisp rice balls filled with kimchi-spiked cheese center, plated for easy sharing and bold first impressions.",4.7,Lemongrass Mojito,Vegetarian,Medium,
FOOD-152,Saffron Table Bistro,Food,Asian Fusion,Appetizer,Thai Chili Paneer Lettuce Wraps,"A asian fusion starter featuring paneer tossed in Thai chili glaze inside lettuce cups, plated for easy sharing and bold first impressions.",4.5,Chili Mango Margarita,Vegetarian,Medium,
FOOD-153,Saffron Table Bistro,Food,Asian Fusion,Appetizer,Korean Fried Chicken Bites,"A asian fusion starter featuring double-fried chicken bites coated in sticky gochujang glaze, plated for easy sharing and bold first impressions.",4.4,Lychee Martini,Chicken,Medium,
FOOD-154,Saffron Table Bistro,Food,Asian Fusion,Appetizer,Wasabi Avocado Tostadas,"A asian fusion starter featuring mini tostadas topped with avocado cream and wasabi kick, plated for easy sharing and bold first impressions.",4.4,Coconut Rum Punch,Vegetarian,Mild,
FOOD-155,Saffron Table Bistro,Food,Asian Fusion,Appetizer,Lemongrass Prawn Skewers,"A asian fusion starter featuring grilled prawns with lemongrass marinade and lime, plated for easy sharing and bold first impressions.",4.2,Lemongrass Mojito,Seafood,Mild,
FOOD-156,Saffron Table Bistro,Food,Asian Fusion,Appetizer,Crispy Tofu Bao,"A asian fusion starter featuring pillowy bao filled with crispy tofu, slaw, and sweet chili, plated for easy sharing and bold first impressions.",4.2,Chili Mango Margarita,Vegetarian,Mild,
FOOD-157,Saffron Table Bistro,Food,Asian Fusion,Appetizer,Sriracha Corn Ribs,"A asian fusion starter featuring corn ribs roasted with sriracha butter and sesame, plated for easy sharing and bold first impressions.",4.3,Lychee Martini,Vegetarian,Medium,
FOOD-158,Saffron Table Bistro,Food,Asian Fusion,Appetizer,Sesame Chicken Sliders,"A asian fusion starter featuring soft slider buns filled with sesame chicken and slaw, plated for easy sharing and bold first impressions.",4.5,Coconut Rum Punch,Chicken,Mild,
FOOD-159,Saffron Table Bistro,Food,Asian Fusion,Main,Thai Basil Chicken Bowl,"A hearty asian fusion main built around fragrant basil chicken with jasmine rice and vegetables, portioned for a full casual-dining entrée.",4.4,Lemongrass Mojito,Chicken,Medium,
FOOD-160,Saffron Table Bistro,Food,Asian Fusion,Main,Teriyaki Paneer Rice Stack,"A hearty asian fusion main built around paneer glazed with teriyaki and layered over sesame rice, portioned for a full casual-dining entrée.",4.4,Craft IPA,Vegetarian,Mild,
FOOD-161,Saffron Table Bistro,Food,Asian Fusion,Main,Korean Gochujang Beef Noodles,"A hearty asian fusion main built around beef noodles coated in spicy sweet gochujang sauce, portioned for a full casual-dining entrée.",4.2,Coconut Rum Punch,Beef,Hot,
FOOD-162,Saffron Table Bistro,Food,Asian Fusion,Main,Lemongrass Coconut Fish Curry,"A hearty asian fusion main built around fish curry with lemongrass coconut broth and rice, portioned for a full casual-dining entrée.",4.6,Chili Mango Margarita,Seafood,Medium,
FOOD-163,Saffron Table Bistro,Food,Asian Fusion,Main,Veg Sushi Burrito,"A hearty asian fusion main built around oversized sushi roll packed with vegetables, avocado, and rice, portioned for a full casual-dining entrée.",4.4,Pinot Noir,Vegetarian,Mild,
FOOD-164,Saffron Table Bistro,Food,Asian Fusion,Main,Miso Butter Ramen,"A hearty asian fusion main built around ramen noodles in miso butter broth with greens and mushrooms, portioned for a full casual-dining entrée.",4.8,Lemongrass Mojito,Vegetarian,Mild,
FOOD-165,Saffron Table Bistro,Food,Asian Fusion,Main,Chili Garlic Udon with Prawns,"A hearty asian fusion main built around udon noodles wok-tossed with garlic chili prawns, portioned for a full casual-dining entrée.",4.8,Craft IPA,Seafood,Medium,
FOOD-166,Saffron Table Bistro,Food,Asian Fusion,Main,Tofu Satay Grain Bowl,"A hearty asian fusion main built around grains, satay tofu, greens, and crunchy peanut dressing, portioned for a full casual-dining entrée.",4.2,Coconut Rum Punch,Vegetarian,Mild,
FOOD-167,Saffron Table Bistro,Food,Asian Fusion,Main,Szechuan Chicken Quesadilla,"A hearty asian fusion main built around fusion quesadilla stuffed with spicy chicken and cheese, portioned for a full casual-dining entrée.",4.4,Chili Mango Margarita,Chicken,Hot,
FOOD-168,Saffron Table Bistro,Food,Asian Fusion,Main,Rendang Jackfruit Plate,"A hearty asian fusion main built around slow-cooked jackfruit in rendang spices with rice, portioned for a full casual-dining entrée.",4.7,Pinot Noir,Vegetarian,Medium,
FOOD-169,Saffron Table Bistro,Food,Asian Fusion,Main,Korean BBQ Lamb Rice Bowl,"A hearty asian fusion main built around BBQ lamb strips over rice with pickles and sesame, portioned for a full casual-dining entrée.",4.3,Lemongrass Mojito,Lamb,Medium,
FOOD-170,Saffron Table Bistro,Food,Asian Fusion,Main,Kimchi Fried Rice with Egg,"A hearty asian fusion main built around savory kimchi fried rice topped with a sunny egg, portioned for a full casual-dining entrée.",4.3,Craft IPA,Vegetarian,Medium,
FOOD-171,Saffron Table Bistro,Food,Asian Fusion,Dessert,Coconut Matcha Tres Leches,"A dessert inspired by asian fusion flavors with soft sponge soaked in coconut milk and matcha cream, designed as a smooth and memorable finish.",4.9,Elderflower Collins,Vegetarian,None,
FOOD-172,Saffron Table Bistro,Food,Asian Fusion,Dessert,Thai Tea Cheesecake,"A dessert inspired by asian fusion flavors with baked cheesecake infused with Thai tea and caramel notes, designed as a smooth and memorable finish.",4.6,Coffee Liqueur Martini,Vegetarian,None,
FOOD-173,Saffron Table Bistro,Food,Asian Fusion,Dessert,Black Rice Pudding Brûlée,"A dessert inspired by asian fusion flavors with creamy black rice pudding with brûléed sugar crust, designed as a smooth and memorable finish.",4.6,Prosecco Brut,Vegetarian,None,
FOOD-174,Saffron Table Bistro,Food,Asian Fusion,Dessert,Mango Sticky Toffee Cake,"A dessert inspired by asian fusion flavors with sticky cake inspired by mango sticky rice and warm toffee, designed as a smooth and memorable finish.",4.8,Irish Cream Liqueur,Vegetarian,None,
FOOD-175,Saffron Table Bistro,Food,Asian Fusion,Dessert,Pandan Crème Caramel,"A dessert inspired by asian fusion flavors with silky pandan custard with dark caramel sauce, designed as a smooth and memorable finish.",4.8,Elderflower Collins,Vegetarian,None,
FOOD-176,Saffron Table Bistro,Food,Mediterranean,Appetizer,Hummus Trio Platter,"A mediterranean starter featuring classic, beetroot, and roasted pepper hummus with warm pita, plated for easy sharing and bold first impressions.",4.2,Cucumber Gin Fizz,Vegetarian,Mild,
FOOD-177,Saffron Table Bistro,Food,Mediterranean,Appetizer,Falafel with Tahini Drizzle,"A mediterranean starter featuring crisp chickpea falafel served with tahini and pickles, plated for easy sharing and bold first impressions.",4.2,Rosé by the Glass,Vegetarian,Mild,
FOOD-178,Saffron Table Bistro,Food,Mediterranean,Appetizer,Halloumi Fries,"A mediterranean starter featuring golden halloumi fries with oregano and chili honey, plated for easy sharing and bold first impressions.",4.4,Elderflower Collins,Vegetarian,Mild,
FOOD-179,Saffron Table Bistro,Food,Mediterranean,Appetizer,Greek Salad Cups,"A mediterranean starter featuring feta, cucumber, tomato, and olives served in crisp lettuce cups, plated for easy sharing and bold first impressions.",4.4,Sauvignon Blanc,Vegetarian,Mild,
FOOD-180,Saffron Table Bistro,Food,Mediterranean,Appetizer,Harissa Prawn Skewers,"A mediterranean starter featuring grilled prawns with harissa marinade and lemon, plated for easy sharing and bold first impressions.",4.4,Cucumber Gin Fizz,Seafood,Medium,
FOOD-181,Saffron Table Bistro,Food,Mediterranean,Appetizer,Spinach Feta Börek,"A mediterranean starter featuring flaky pastry filled with spinach, feta, and herbs, plated for easy sharing and bold first impressions.",4.5,Rosé by the Glass,Vegetarian,Mild,
FOOD-182,Saffron Table Bistro,Food,Mediterranean,Appetizer,Muhammara Crostini,"A mediterranean starter featuring walnut pepper spread spooned over toasted crostini, plated for easy sharing and bold first impressions.",4.5,Elderflower Collins,Vegetarian,Mild,
FOOD-183,Saffron Table Bistro,Food,Mediterranean,Appetizer,Lamb Kofta Mezze Bites,"A mediterranean starter featuring small lamb kofta served with yogurt dip and herbs, plated for easy sharing and bold first impressions.",4.7,Sauvignon Blanc,Lamb,Medium,
FOOD-184,Saffron Table Bistro,Food,Mediterranean,Main,Chicken Shawarma Plate,"A hearty mediterranean main built around spiced chicken shawarma with rice, garlic sauce, and pickles, portioned for a full casual-dining entrée.",4.3,Rosé by the Glass,Chicken,Medium,
FOOD-185,Saffron Table Bistro,Food,Mediterranean,Main,Vegetable Moussaka,"A hearty mediterranean main built around baked vegetable moussaka layered with béchamel and herbs, portioned for a full casual-dining entrée.",4.5,Sauvignon Blanc,Vegetarian,Mild,
FOOD-186,Saffron Table Bistro,Food,Mediterranean,Main,Grilled Seabass with Olive Relish,"A hearty mediterranean main built around seabass fillet topped with olive-caper relish and greens, portioned for a full casual-dining entrée.",4.4,Pinot Noir,Seafood,Mild,
FOOD-187,Saffron Table Bistro,Food,Mediterranean,Main,Lamb Kofta with Saffron Rice,"A hearty mediterranean main built around juicy lamb kofta served on saffron rice with yogurt sauce, portioned for a full casual-dining entrée.",4.8,Cucumber Gin Fizz,Lamb,Medium,
FOOD-188,Saffron Table Bistro,Food,Mediterranean,Main,Spinach Feta Stuffed Chicken,"A hearty mediterranean main built around roasted chicken filled with spinach and feta, portioned for a full casual-dining entrée.",4.4,Malbec Reserve,Chicken,Mild,
FOOD-189,Saffron Table Bistro,Food,Mediterranean,Main,Harissa Chickpea Tagine,"A hearty mediterranean main built around slow-simmered chickpeas and vegetables in harissa tomato broth, portioned for a full casual-dining entrée.",4.3,Rosé by the Glass,Vegetarian,Medium,
FOOD-190,Saffron Table Bistro,Food,Mediterranean,Main,Prawn Orzo in Tomato Broth,"A hearty mediterranean main built around small pasta cooked with prawns, tomato broth, and herbs, portioned for a full casual-dining entrée.",4.5,Sauvignon Blanc,Seafood,Mild,
FOOD-191,Saffron Table Bistro,Food,Mediterranean,Main,Mediterranean Grill Platter,"A hearty mediterranean main built around mixed grill with chicken, vegetables, pita, and dips, portioned for a full casual-dining entrée.",4.5,Pinot Noir,Chicken,Medium,
FOOD-192,Saffron Table Bistro,Food,Mediterranean,Main,Wild Herb Couscous with Roast Vegetables,"A hearty mediterranean main built around herbed couscous topped with roast vegetables and feta, portioned for a full casual-dining entrée.",4.4,Cucumber Gin Fizz,Vegetarian,Mild,
FOOD-193,Saffron Table Bistro,Food,Mediterranean,Main,Beef Souvlaki Bowl,"A hearty mediterranean main built around grilled beef skewers with rice, salad, and lemon yogurt, portioned for a full casual-dining entrée.",4.4,Malbec Reserve,Beef,Medium,
FOOD-194,Saffron Table Bistro,Food,Mediterranean,Main,Creamy Lemon Garlic Pasta,"A hearty mediterranean main built around pasta tossed with lemon cream, garlic, herbs, and parmesan, portioned for a full casual-dining entrée.",4.8,Rosé by the Glass,Vegetarian,Mild,
FOOD-195,Saffron Table Bistro,Food,Mediterranean,Main,Za'atar Paneer Steak,"A hearty mediterranean main built around paneer steak crusted with za'atar and paired with warm salad, portioned for a full casual-dining entrée.",4.5,Sauvignon Blanc,Vegetarian,Mild,
FOOD-196,Saffron Table Bistro,Food,Mediterranean,Dessert,Baklava Cheesecake,"A dessert inspired by mediterranean flavors with baked cheesecake with honeyed filo and pistachio finish, designed as a smooth and memorable finish.",4.8,XO Brandy Pour,Vegetarian,None,
FOOD-197,Saffron Table Bistro,Food,Mediterranean,Dessert,Orange Blossom Mousse,"A dessert inspired by mediterranean flavors with airy mousse scented with orange blossom and citrus peel, designed as a smooth and memorable finish.",4.6,Prosecco Brut,Vegetarian,None,
FOOD-198,Saffron Table Bistro,Food,Mediterranean,Dessert,Pistachio Basbousa,"A dessert inspired by mediterranean flavors with semolina cake with pistachio syrup and soft crumb, designed as a smooth and memorable finish.",4.3,Irish Cream Liqueur,Vegetarian,None,
FOOD-199,Saffron Table Bistro,Food,Mediterranean,Dessert,Date Cake with Tahini Caramel,"A dessert inspired by mediterranean flavors with warm date cake finished with tahini caramel sauce, designed as a smooth and memorable finish.",4.9,Elderflower Collins,Vegetarian,None,
FOOD-200,Saffron Table Bistro,Food,Mediterranean,Dessert,Greek Yogurt Honey Panna Cotta,"A dessert inspired by mediterranean flavors with light panna cotta with yogurt tang and honey drizzle, designed as a smooth and memorable finish.",4.8,XO Brandy Pour,Vegetarian,None,
ALC-001,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Saffron Gin & Tonic,"A botanical gin highball lifted with saffron syrup, citrus zest, and tonic.",4.6,"Tandoori snacks, kebabs, mezze, and grilled seafood",,,Cocktail
ALC-002,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Tamarind Whiskey Sour,"A whiskey sour with tamarind, jaggery, citrus, and a silky foam finish.",4.7,"Buttery curries, roast meats, and pepper-forward mains",,,Cocktail
ALC-003,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Lychee Martini,A chilled vodka martini layered with lychee sweetness and delicate floral notes.,4.4,"Crispy starters, Chinese dishes, and lighter desserts",,,Cocktail
ALC-004,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Yuzu Spritz,"A sparkling aperitif with yuzu, orange bitters, and dry bubbly lift.",4.5,"Tempura, sushi, seafood pasta, and citrus desserts",,,Cocktail
ALC-005,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Masala Old Fashioned,A slow-sipping old fashioned accented with warm spice bitters and orange peel.,4.7,"Smoky grills, lamb dishes, and rich North Indian mains",,,Cocktail
ALC-006,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Berry Basil Sangria,"House sangria with red wine, berry compote, basil, and seasonal fruit.",4.3,"Pasta, pizza, charcuterie-style starters, and berry desserts",,,Cocktail
ALC-007,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Plum Sake Cooler,"A chilled sake cocktail with plum, soda, and a clean mineral finish.",4.6,"Sushi, teriyaki bowls, ramen, and umami-led dishes",,,Cocktail
ALC-008,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Lemongrass Mojito,"A bright rum mojito built with lemongrass, mint, lime, and soda.",4.5,"Thai-leaning bowls, Asian fusion plates, and spicy appetizers",,,Cocktail
ALC-009,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Cucumber Gin Fizz,"A crisp gin fizz with cucumber, lemon, and soft herbal freshness.",4.4,"Mediterranean plates, salads, paneer steaks, and grilled fish",,,Cocktail
ALC-010,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Smoked Negroni,A bitter-sweet negroni with a smoked finish and deep citrus aroma.,4.6,"Continental grills, red-sauce pasta, and lamb",,,Cocktail
ALC-011,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Coconut Rum Punch,"A tropical rum punch with coconut, pineapple, and balanced spice.",4.2,"Island-style seafood, chili dishes, and creamy desserts",,,Cocktail
ALC-012,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Chili Mango Margarita,"A lively margarita with ripe mango, tequila, lime, and chili salt.",4.7,"Fusion starters, tacos-influenced dishes, and spicy small plates",,,Cocktail
ALC-013,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Rosé by the Glass,"Dry rosé with red fruit, soft acidity, and an easy food-friendly structure.",4.3,"Mediterranean appetizers, light curries, and grilled chicken",,,Wine
ALC-014,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Sauvignon Blanc,"A citrusy white wine with herbal lift and a fresh, bright finish.",4.5,"Seafood, tempura, salads, and creamy vegetarian mains",,,Wine
ALC-015,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Pinot Noir,"A silky red with gentle tannin, red cherry fruit, and earthy complexity.",4.4,"Mushroom dishes, duck or lamb, and truffle-led plates",,,Wine
ALC-016,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Malbec Reserve,"A fuller red with dark fruit, spice, and firm structure for richer mains.",4.6,"Braised meats, steaks, nihari, and bold sauces",,,Wine
ALC-017,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Prosecco Brut,"A lively sparkling wine with orchard fruit and dry, crisp bubbles.",4.4,"Fried starters, Italian dishes, and celebratory desserts",,,Sparkling
ALC-018,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Japanese Rice Lager,"A light, clean lager with soft malt and a dry finish.",4.3,"Gyoza, sushi, tempura, and stir-fried noodles",,,Beer
ALC-019,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Belgian Wheat Beer,"A cloudy wheat beer with spice, citrus, and refreshing texture.",4.2,"Tandoori starters, creamy kebabs, and salad-forward plates",,,Beer
ALC-020,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Craft IPA,A hop-forward IPA with grapefruit bitterness and medium body.,4.4,"Spicy Chinese dishes, burgers, and chili-loaded mains",,,Beer
ALC-021,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Dark Stout,"A roasted stout with cocoa, coffee, and smooth bitterness.",4.1,"Chocolate desserts, smoked meats, and rich gravies",,,Beer
ALC-022,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,XO Brandy Pour,"A neat brandy pour with warm oak, caramel, and dried fruit.",4.5,After-dinner sipping with caramel desserts or nutty sweets,,,Spirit
ALC-023,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Irish Cream Liqueur,A creamy after-dinner liqueur with cocoa and vanilla softness.,4.3,"Cheesecakes, tiramisu, and milk-based desserts",,,Liqueur
ALC-024,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Coffee Liqueur Martini,A chilled espresso-style martini with coffee liqueur and vodka.,4.6,"Tiramisu, chocolate desserts, and late-evening service",,,Cocktail
ALC-025,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Aperol Spritz,A bittersweet spritz with orange notes and sparkling refreshment.,4.3,"Italian starters, focaccia, and grilled vegetables",,,Cocktail
ALC-026,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Spiced Mulled Wine,"Warm red wine infused with spice, citrus peel, and gentle sweetness.",4.2,"Winter desserts, roast meats, and festive menus",,,Mulled Wine
ALC-027,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Mezcal Paloma,A smoky mezcal highball with grapefruit and saline brightness.,4.5,"Charred vegetables, smoky mains, and fire-roasted seafood",,,Cocktail
ALC-028,Saffron Table Bistro,Alcohol,Beverage Program,Alcoholic Beverage,Elderflower Collins,"A floral collins with elderflower, gin, and zesty citrus length.",4.4,"Light continental fare, Mediterranean mezze, and fruit desserts",,,Cocktail
